,Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Watch time (hours),Streamers,Average channels
4113,Mushihimesama,0.0,0.0,0.02,0.0,0.02,3690.5,167.0,0.0
4114,Mushroom Men: Rise of the Fungi,0.1,0.0,0.0,0.01,0.11,55.0,1.5,0.0
4115,Mushroom Men: The Spore Wars,0.17,0.01,0.0,0.01,0.19,466.8333333333333,5.333333333333333,0.0
4116,Music Maker,0.15,0.12,0.0,0.04,0.31,16308.714285714286,812.1428571428571,0.5714285714285714
4117,Musou Orochi Z,0.0,0.0,0.23,0.0,0.23,290.0,17.142857142857142,0.0
4118,Muv-Luv Alternative,0.0,0.0,0.01,0.0,0.01,29767.714285714286,17.428571428571427,0.0
4119,Muv-Luv Alternative: Total Eclipse,0.0,0.0,0.03,0.0,0.03,111.16666666666669,2.833333333333333,0.0
4120,My Animal Centre,0.0,0.02,0.0,0.0,0.03,14.0,1.0,0.0
4121,My Baby Boy,0.3,0.02,0.0,0.03,0.34,24.0,5.0,0.0
4122,My Ballet Studio,0.03,0.0,0.0,0.0,0.05,844.0,7.0,0.0
4123,My Body Coach,0.0,0.04,0.0,0.01,0.05,14.0,1.0,0.0
4124,My Boyfriend,0.1,0.0,0.0,0.01,0.11,3621.285714285714,8.428571428571429,0.0
4125,My Chinese Coach,0.11,0.01,0.0,0.01,0.12,3.333333333333333,1.6666666666666667,0.0
4126,My Dress-Up,0.06,0.01,0.0,0.01,0.07,9.0,1.0,0.0
4127,My English Coach: Para Hispanoparlantes,0.08,0.0,0.0,0.01,0.08,66.5,2.0,0.0
4128,My Fashion Studio,0.41,0.01,0.0,0.03,0.45,2291.0,2.0,0.0
4129,My Fitness Coach,1.2,0.9,0.0,0.24,2.34,27.5,1.3333333333333333,0.0
4130,My Fitness Coach 2: Exercise and Nutrition,0.14,0.04,0.0,0.02,0.2,233.66666666666663,4.333333333333333,0.0
4131,My Friends,0.07,0.0,0.0,0.01,0.08,76.66666666666667,4.333333333333333,0.0
4132,My Hero Academia: Battle for All,0.0,0.0,0.03,0.0,0.03,890.3333333333334,33.166666666666664,0.0
4133,My Horse & Me,0.6000000000000001,0.02,0.0,0.06,0.6799999999999999,1590.8333333333333,3.5,0.0
4134,My Japanese Coach,0.25,0.0,0.0,0.02,0.28,6482.833333333333,4.666666666666667,0.0
4135,My Little Pony: Pinkie Pie's Party,0.72,0.0,0.0,0.06,0.78,494.0,31.0,0.0
4136,My Make-Up,0.08,0.0,0.0,0.01,0.09,1807.1666666666667,38.333333333333336,0.0
4137,My Pet Chimp,0.06,0.0,0.0,0.0,0.06,208.0,1.0,0.0
4138,My Pet Shop,0.06,0.0,0.0,0.0,0.06,30.0,2.0,0.0
4139,My Secret World by Imagine,0.0,0.2,0.0,0.0,0.2,6.0,1.0,0.0
4140,My Spanish Coach,0.4,0.01,0.0,0.03,0.44,93.33333333333331,1.3333333333333333,0.0
4141,My Spanish Coach,0.12,0.0,0.0,0.01,0.13,93.33333333333331,1.3333333333333333,0.0
4142,My Stop Smoking Coach: Allen Carr's EasyWay,0.07,0.01,0.0,0.01,0.09,830.0,3.0,0.0
4143,My Street,0.12,0.09,0.0,0.03,0.24,11.0,1.5,0.0
4144,My Weight Loss Coach,0.3,0.54,0.0,0.11,0.96,34.0,4.0,0.0
4145,My Word Coach,0.8300000000000001,0.92,0.0,0.22,1.96,7.0,1.0,0.0
4146,MySims,2.5,2.16,0.12,0.58,5.37,7827.333333333333,119.33333333333331,0.0
4147,MySims,0.0,0.02,0.0,0.0,0.03,7827.333333333333,119.33333333333331,0.0
4148,MySims Agents,1.17,0.75,0.0,0.21000000000000002,2.13,1051.125,19.0,0.0
4149,MySims Kingdom,1.52,1.25,0.02,0.34,3.1100000000000003,3330.714285714286,22.571428571428573,0.0
4150,MySims Party,0.32999999999999996,0.15,0.0,0.05,0.53,80.33333333333333,3.0,0.0
4151,MySims Racing,0.45,0.52,0.0,0.12000000000000001,1.1,77.8,2.2,0.0
4152,MySims SkyHeroes,0.57,0.2,0.0,0.08,0.85,19.5,1.25,0.0
4153,Myself; Yourself,0.0,0.0,0.01,0.0,0.01,183.33333333333331,18.666666666666668,0.0
4154,Myst,0.02,2.79,0.06,0.0,2.87,35308.88888888889,547.0,0.1111111111111111
4155,Myst,0.0,0.0,0.07,0.0,0.07,35308.88888888889,547.0,0.1111111111111111
4156,Myst,0.0,0.01,0.0,0.0,0.02,35308.88888888889,547.0,0.1111111111111111
4157,Myst,0.09,0.0,0.0,0.01,0.1,35308.88888888889,547.0,0.1111111111111111
4158,Myst III: Exile,0.18000000000000002,0.12,0.0,0.04,0.34,10133.625,96.25,0.0
4159,Myst IV: Revelation,0.01,0.0,0.0,0.0,0.01,4516.0,62.0,0.0
4160,Myst IV: Revelation,0.04,0.01,0.0,0.0,0.05,4516.0,62.0,0.0
4161,Mystery Case Files: MillionHeir,0.76,0.4,0.0,0.12,1.29,41.6,2.2,0.0
4162,Mystery Case Files: Ravenhearst,0.01,0.02,0.0,0.01,0.03,791.4285714285714,23.714285714285715,0.0
4163,Mystery Case Files: The Malgrave Incident,0.19,0.17,0.0,0.03,0.39,47.0,1.0,0.0
4164,Mystery Dungeon: Shiren the Wanderer,0.0,0.0,0.4,0.0,0.4,9365.57142857143,33.285714285714285,0.0
4165,Mystery Dungeon: Shiren the Wanderer,0.18,0.0,0.33,0.02,0.53,9365.57142857143,33.285714285714285,0.0
4166,Mystery Legends: Beauty and the Beast,0.0,0.01,0.0,0.0,0.01,18.5,1.0,0.0
4167,Mystery Trackers: The Void,0.0,0.02,0.0,0.01,0.03,3212.2,2.4,0.0
4168,Mystic Ark,0.0,0.0,0.13,0.0,0.13,1461.0,9.666666666666666,0.0
4169,Mystic Heroes,0.06,0.03,0.04,0.01,0.15,197.5,10.333333333333334,0.0
4170,Myth Makers: Orbs of Doom,0.05,0.0,0.0,0.0,0.05,7.5,1.75,0.0
4171,Myth Makers: Trixie in Toyland,0.04,0.0,0.0,0.0,0.04,7.333333333333333,1.0,0.0
4172,Mytran Wars,0.08,0.02,0.0,0.02,0.12,9.0,1.0,0.0
4173,N+,0.09,0.0,0.0,0.0,0.1,1179.2857142857142,104.85714285714286,0.0
4174,N2O: Nitrous Oxide,0.09,0.06,0.0,0.01,0.16,163.13333333333333,4.933333333333334,0.0
4175,N3: Ninety-Nine Nights,0.2,0.03,0.05,0.02,0.3,1875.7142857142856,11.428571428571429,0.0
4176,NASCAR,0.09,0.0,0.0,0.01,0.1,10106.857142857143,47.85714285714285,0.0
4177,NASCAR '14,0.24,0.0,0.0,0.02,0.26,154.0,8.75,0.0
4178,NASCAR 06: Total Team Control,0.73,0.08,0.0,0.09999999999999999,0.9,140.5,9.333333333333334,0.0
4179,NASCAR 07,0.09,0.05,0.0,0.01,0.15,36.66666666666666,3.1666666666666665,0.0
4180,NASCAR 08,0.53,0.14,0.0,0.08,0.76,250.83333333333331,4.333333333333333,0.0
4181,NASCAR 09,0.71,0.21000000000000002,0.0,0.11000000000000001,1.04,150.33333333333334,6.333333333333333,0.0
4182,NASCAR 2000,1.37,0.63,0.0,0.1,2.12,286.42857142857144,7.285714285714286,0.0
4183,NASCAR 2001,0.79,0.5800000000000001,0.0,0.14,1.51,2.5,0.5,0.0
4184,NASCAR 2005: Chase for the Cup,1.13,0.66,0.0,0.19999999999999998,1.98,1485.3333333333333,24.666666666666668,0.0
4185,NASCAR 2011: The Game,0.76,0.0,0.0,0.05,0.81,72.6,2.8,0.0
4186,NASCAR 98,1.43,0.05,0.0,0.04,1.52,142.5,1.75,0.0
4187,NASCAR 99,2.3899999999999997,0.08,0.0,0.05,2.5,488.0,5.25,0.0
4188,NASCAR Heat,0.22,0.15,0.0,0.03,0.39,579.375,18.125,0.0
4189,NASCAR Heat 2002,0.43999999999999995,0.27,0.0,0.09,0.8,84.5,2.333333333333333,0.0
4190,NASCAR Heat 2002,0.12,0.04,0.0,0.0,0.16,84.5,2.333333333333333,0.0
4191,NASCAR Heat Evolution,0.05,0.0,0.0,0.01,0.05,7294.857142857143,460.4285714285714,0.1428571428571428
4192,NASCAR Kart Racing,0.39,0.0,0.0,0.03,0.43,3.333333333333333,1.3333333333333333,0.0
4193,NASCAR Racing,0.23,0.16,0.0,0.03,0.41,47.333333333333336,5.0,0.0
4194,NASCAR Rumble,0.31,0.21,0.0,0.04,0.56,519.2857142857143,37.42857142857143,0.0
4195,NASCAR Thunder 2002,1.0499999999999998,0.67,0.0,0.19,1.91,25.8,2.8,0.0
4196,NASCAR Thunder 2003,0.44,0.12,0.0,0.02,0.5800000000000001,1101.571428571429,16.714285714285715,0.0
4197,NASCAR Thunder 2004,0.71,0.45999999999999996,0.0,0.15000000000000002,1.31,612.8333333333334,18.166666666666668,0.0
4198,NASCAR Unleashed,0.5599999999999999,0.0,0.0,0.04,0.61,4.5,1.5,0.0
4199,NASCAR: Dirt to Daytona,0.07,0.02,0.0,0.0,0.09,2510.285714285714,22.714285714285715,0.0
4200,NBA,0.2,0.0,0.0,0.02,0.21,57416.5,320.6666666666667,0.0
4201,NBA 06,0.46,0.2,0.0,0.09000000000000001,0.75,28.33333333333333,1.6666666666666667,0.0
4202,NBA 07,0.43,0.01,0.01,0.04,0.48000000000000004,44.2,3.6,0.0
4203,NBA 08,0.21,0.05,0.0,0.030000000000000002,0.29000000000000004,468.0,2.0,0.0
4204,NBA 09: The Inside,0.38,0.06,0.0,0.04,0.49,11.333333333333334,1.3333333333333333,0.0
4205,NBA 10: The Inside,0.07,0.0,0.0,0.01,0.08,4.5,1.5,0.0
4206,NBA 2K,0.0,0.0,0.05,0.0,0.05,10128.285714285714,408.8571428571428,0.0
4207,NBA 2K10,2.62,0.04,0.01,0.26,2.92,581.0,14.0,0.0
4208,NBA 2K11,4.63,0.35,0.04,0.42,5.42,3077.5714285714284,44.42857142857143,0.0
4209,NBA 2K12,4.53,0.52,0.060000000000000005,0.41,5.53,1395.0,25.857142857142858,0.0
4210,NBA 2K13,4.79,0.74,0.060000000000000005,0.5,6.1,3578.714285714286,57.71428571428572,0.0
4211,NBA 2K14,5.12,0.9500000000000001,0.05,0.6000000000000001,6.72,8526.57142857143,457.2857142857143,0.0
4212,NBA 2K15,5.01,1.1300000000000001,0.03,0.89,7.06,141273.7142857143,2791.285714285714,1.5714285714285714
4213,NBA 2K16,5.64,1.1400000000000001,0.06,1.17,8.03,4538439.166666667,38703.833333333336,41.5
4214,NBA 2K17,1.44,0.19,0.0,0.31,1.93,3940200.857142857,38899.28571428572,38.285714285714285
4215,NBA 2K2,0.83,0.52,0.01,0.16,1.54,5235.0,209.14285714285717,0.0
4216,NBA 2K3,0.87,0.5,0.0,0.14,1.53,2166.833333333333,16.333333333333332,0.0
4217,NBA 2K6,0.91,0.43000000000000005,0.0,0.14,1.47,407.0,4.4,0.0
4218,NBA 2K7,1.5,0.07,0.0,0.19,1.77,74.0,4.166666666666667,0.0
4219,NBA 2K8,1.79,0.03,0.0,0.2,2.0,731.7142857142857,72.71428571428571,0.0
4220,NBA 2K9,1.9000000000000001,0.17,0.0,0.22,2.29,1124.8333333333333,8.166666666666666,0.0
4221,NBA Ballers,1.1800000000000002,0.74,0.0,0.22999999999999998,2.17,2451.8,24.2,0.0
4222,NBA Ballers: Chosen One,0.29000000000000004,0.0,0.0,0.02,0.32,19.0,1.0,0.0
4223,NBA Ballers: Phenom,0.32,0.21,0.0,0.06,0.6,3376.1666666666665,28.83333333333333,0.0
4224,NBA Ballers: Rebound,0.09,0.0,0.0,0.01,0.1,8.333333333333334,0.6666666666666666,0.0
4225,NBA Courtside 2002,0.19,0.05,0.0,0.01,0.25,21.2,1.4,0.0
4226,NBA Hangtime,0.03,0.02,0.0,0.0,0.06,6943.142857142857,35.142857142857146,0.0
4227,NBA Hangtime,0.48,0.08,0.0,0.0,0.57,6943.142857142857,35.142857142857146,0.0
4228,NBA Hoopz,0.16,0.12000000000000001,0.0,0.03,0.31,310.1666666666667,5.0,0.0
4229,NBA Inside Drive 2002,0.28,0.08,0.0,0.01,0.37,3.0,1.0,0.0
4230,NBA Inside Drive 2003,0.23,0.07,0.0,0.01,0.31,1.5,0.3333333333333333,0.0
4231,NBA Inside Drive 2004,0.13,0.04,0.0,0.01,0.17,5.0,0.4,0.0
4232,NBA Jam,1.75,0.25,0.0,0.05,2.05,9158.42857142857,152.42857142857142,0.0
4233,NBA Jam,1.19,0.16,0.0,0.03,1.39,9158.42857142857,152.42857142857142,0.0
4234,NBA Jam,0.30000000000000004,0.19,0.0,0.05,0.55,9158.42857142857,152.42857142857142,0.0
4235,NBA Jam,0.87,0.25,0.0,0.12,1.23,9158.42857142857,152.42857142857142,0.0
4236,NBA Jam 2000,0.12,0.01,0.0,0.0,0.13,217.66666666666663,4.5,0.0
4237,NBA Jam 2002,0.08,0.03,0.0,0.0,0.11,110.0,2.6666666666666665,0.0
4238,NBA Jam 99,0.25,0.02,0.0,0.0,0.27,273.8,3.8,0.0
4239,NBA Jam Extreme,0.12,0.08,0.0,0.01,0.22,2172.6,3.6,0.0
4240,NBA Jam Tournament Edition,0.95,0.14,0.0,0.03,1.11,4378.125,75.25,0.0
4241,NBA Jam Tournament Edition,1.01,0.21,0.0,0.04,1.26,4378.125,75.25,0.0
4242,NBA Live 06,1.48,0.11000000000000001,0.0,0.09,1.68,123.2,3.0,0.0
4243,NBA Live 07,2.0,0.05,0.02,0.25,2.33,96.25,2.0,0.0
4244,NBA Live 08,2.07,0.04,0.02,0.23,2.37,78.33333333333333,3.6666666666666665,0.0
4245,NBA Live 09,1.51,0.22000000000000003,0.06,0.22,2.01,10.0,1.6666666666666667,0.0
4246,NBA Live 09 All-Play,0.19,0.01,0.0,0.02,0.22,73.0,4.0,0.0
4247,NBA Live 10,1.07,0.05,0.02,0.1,1.23,482.0,6.857142857142857,0.0
4248,NBA Live 14,0.30000000000000004,0.07,0.0,0.04,0.41000000000000003,576.7142857142857,40.285714285714285,0.0
4249,NBA Live 15,0.32,0.06,0.0,0.06,0.43000000000000005,472.5,171.16666666666666,0.0
4250,NBA Live 16,0.18,0.05,0.0,0.04,0.27,16982.428571428572,1319.142857142857,0.4285714285714285
4251,NBA Live 2000,1.43,0.05,0.0,0.03,1.52,56.125,4.5,0.0
4252,NBA Live 2000,0.42,0.02,0.0,0.0,0.44,56.125,4.5,0.0
4253,NBA Live 2001,0.7,0.47,0.0,0.08,1.25,4.0,1.6666666666666667,0.0
4254,NBA Live 2001,0.52,0.4,0.04,0.13,1.1,4.0,1.6666666666666667,0.0
4255,NBA Live 2002,1.55,0.9299999999999999,0.0,0.29,2.7800000000000002,1.8,0.2,0.0
4256,NBA Live 2003,1.25,0.15,0.03,0.22,1.66,132.5,5.5,0.0
4257,NBA Live 2004,2.22,0.27,0.0,0.30000000000000004,2.8099999999999996,180.25,9.75,0.0
4258,NBA Live 2005,3.19,0.35,0.0,0.39999999999999997,3.94,641.6666666666666,13.0,0.0
4259,NBA Live 96,0.16,0.11,0.04,0.02,0.33,64.57142857142857,3.571428571428572,0.0
4260,NBA Live 97,0.55,0.38,0.0,0.07,1.0,65.2,3.4,0.0
4261,NBA Live 98,1.41,0.06,0.0,0.04,1.51,176.66666666666666,3.0,0.0
4262,NBA Live 99,1.13,0.05,0.0,0.03,1.22,130.14285714285714,3.142857142857143,0.0
4263,NBA Live 99,0.45,0.02,0.0,0.0,0.47,130.14285714285714,3.142857142857143,0.0
4264,NBA ShootOut '97,0.35,0.24,0.0,0.04,0.62,7.5,1.5,0.0
4265,NBA ShootOut 2000,0.22,0.15,0.0,0.03,0.4,1.5,1.0,0.0
4266,NBA ShootOut 2001,0.15,0.1,0.0,0.02,0.27,4.0,2.0,0.0
4267,NBA ShootOut 2001,0.07,0.06,0.0,0.02,0.15,4.0,2.0,0.0
4268,NBA ShootOut 2003,0.11,0.09,0.0,0.03,0.23,60.5,1.0,0.0
4269,NBA Showtime: NBA on NBC,0.54,0.22999999999999998,0.0,0.04,0.8,1062.428571428571,13.428571428571429,0.0
4270,NBA Street,2.19,0.22,0.0,0.38,2.79,3753.1666666666665,48.16666666666666,0.0
4271,NBA Street,0.33,0.09,0.0,0.01,0.42,3753.1666666666665,48.16666666666666,0.0
4272,NBA Street Homecourt,0.5700000000000001,0.03,0.0,0.06,0.65,879.4285714285714,10.857142857142858,0.0
4273,NBA Street V3,1.03,0.5,0.0,0.16,1.67,1484.1666666666667,60.5,0.0
4274,NBA Street Vol. 2,2.31,0.24000000000000002,0.0,0.08,2.63,16565.285714285714,197.28571428571428,0.0
4275,NCAA Basketball 09,0.49,0.11,0.0,0.07,0.67,84.0,5.0,0.0
4276,NCAA Basketball 10,0.61,0.0,0.0,0.05,0.65,6442.0,38.5,0.0
4277,NCAA Basketball Final Four 97,0.08,0.05,0.0,0.01,0.14,12.5,0.5,0.0
4278,NCAA College Basketball 2K3,0.22999999999999998,0.12,0.0,0.04,0.38,486.0,2.0,0.0
4279,NCAA College Football 2K3,0.05,0.01,0.0,0.0,0.07,616.0,2.25,0.0
4280,NCAA Final Four 2000,0.21,0.14,0.0,0.02,0.38,2.0,1.0,0.0
4281,NCAA Final Four 2001,0.18,0.13,0.0,0.03,0.35,2.5,1.0,0.0
4282,NCAA Final Four 2002,0.15,0.12,0.0,0.04,0.31,1.0,1.0,0.0
4283,NCAA Final Four 2003,0.09,0.07,0.0,0.02,0.19,1.0,1.0,0.0
4284,NCAA Final Four 2004,0.1,0.08,0.0,0.03,0.2,3.0,1.0,0.0
4285,NCAA Football 06,2.26,0.26,0.0,0.28,2.81,1071.857142857143,28.428571428571427,0.0
4286,NCAA Football 07,2.84,0.16999999999999998,0.0,0.33,3.36,3508.333333333333,11.333333333333334,0.0
4287,NCAA Football 08,1.71,0.05,0.0,0.19,1.95,36.2,7.6,0.0
4288,NCAA Football 09,1.8,0.02,0.0,0.18,2.0,69.28571428571429,7.428571428571429,0.0
4289,NCAA Football 10,2.09,0.22,0.0,0.22,2.54,153.0,12.375,0.0
4290,NCAA Football 11,1.84,0.15,0.0,0.16999999999999998,2.14,1519.142857142857,24.714285714285715,0.0
4291,NCAA Football 12,1.72,0.0,0.0,0.11,1.8199999999999998,514.5714285714286,12.571428571428571,0.0
4292,NCAA Football 13,1.8399999999999999,0.0,0.0,0.12,1.9500000000000002,3026.5714285714284,25.714285714285715,0.0
4293,NCAA Football 14,1.76,0.0,0.0,0.12,1.87,276579.28571428574,865.1428571428571,1.5714285714285714
4294,NCAA Football 2000,0.53,0.36,0.0,0.06,0.95,1.0,0.0,0.0
4295,NCAA Football 2002,0.77,0.6,0.0,0.2,1.57,26.666666666666668,3.0,0.0
4296,NCAA Football 2003,1.71,0.23,0.0,0.22,2.17,321.75,3.75,0.0
4297,NCAA Football 2004,1.87,0.13999999999999999,0.0,0.25,2.25,220.28571428571428,4.571428571428571,0.0
4298,NCAA Football 2005,2.12,0.15,0.0,0.26,2.52,792.6666666666666,13.333333333333334,0.0
4299,NCAA March Madness 06,0.6,0.06,0.0,0.08,0.73,255.0,8.0,0.0
4300,NCAA March Madness 07,0.47000000000000003,0.22,0.0,0.09000000000000001,0.77,197.66666666666663,7.333333333333333,0.0
4301,NCAA March Madness 08,0.41000000000000003,0.1,0.0,0.06,0.56,719.6,7.4,0.0
4302,NCAA March Madness 2003,0.32,0.25,0.0,0.08,0.66,5.0,1.0,0.0
4303,NCAA March Madness 2004,0.6799999999999999,0.44,0.0,0.14,1.27,7.0,1.0,0.0
4304,NCAA March Madness 2005,0.65,0.08,0.0,0.08,0.81,463.25,2.75,0.0
4305,NCIS,0.26,0.13,0.0,0.05,0.45,324.3333333333333,5.5,0.0
4306,NES Open Tournament Golf,0.41,0.1,0.47,0.02,1.0,35144.857142857145,55.0,0.0
4307,NES Remix,0.2,0.0,0.08,0.02,0.3,5288.5,136.0,0.0
4308,NFL 2K,1.12,0.05,0.0,0.02,1.2,83.0,7.333333333333333,0.0
4309,NFL 2K1,1.02,0.05,0.0,0.02,1.09,123.16666666666669,7.666666666666667,0.0
4310,NFL 2K2,0.44,0.34,0.0,0.11,0.89,25.285714285714285,2.7142857142857144,0.0
4311,NFL 2K2,0.13,0.04,0.0,0.01,0.18,25.285714285714285,2.7142857142857144,0.0
4312,NFL 2K3,1.61,0.23,0.0,0.21,2.06,207.0,7.0,0.0
4313,NFL Blitz,2.4299999999999997,0.09,0.0,0.05,2.56,20543.42857142857,64.28571428571429,0.0
4314,NFL Blitz 20-02,0.28,0.15,0.0,0.04,0.46,2658.0,7.833333333333333,0.0
4315,NFL Blitz 2000,0.6,0.41,0.0,0.07,1.09,11815.666666666666,47.66666666666666,0.0
4316,NFL Blitz 2000,0.55,0.02,0.0,0.0,0.58,11815.666666666666,47.66666666666666,0.0
4317,NFL Blitz 2001,0.67,0.29000000000000004,0.0,0.04,1.01,1870.4285714285716,23.285714285714285,0.0
4318,NFL Blitz Pro,0.17,0.09999999999999999,0.0,0.03,0.3,15.0,2.25,0.0
4319,NFL Fever 2003,0.46,0.13,0.0,0.02,0.61,1.0,1.0,0.0
4320,NFL Fever 2004,0.24,0.07,0.0,0.01,0.32,402.0,1.8,0.0
4321,NFL GameDay,0.47,0.32,0.0,0.06,0.85,19068.666666666668,224.33333333333331,0.0
4322,NFL GameDay '97,0.48,0.33,0.0,0.06,0.87,3.0,1.0,0.0
4323,NFL GameDay 2000,1.0,0.68,0.0,0.12,1.8,999.0,4.4,0.0
4324,NFL GameDay 2001,0.74,0.52,0.0,0.12000000000000001,1.3599999999999999,4.0,1.0,0.0
4325,NFL GameDay 2002,0.42000000000000004,0.3,0.0,0.08,0.78,1.75,0.5,0.0
4326,NFL GameDay 98,1.58,0.06,0.0,0.04,1.68,1432.5,2.5,0.0
4327,NFL GameDay 99,1.44,0.05,0.0,0.04,1.53,53.0,1.0,0.0
4328,NFL Head Coach,0.47,0.04,0.0,0.06,0.5700000000000001,245.16666666666663,9.833333333333334,0.0
4329,NFL Head Coach 09,0.24,0.0,0.0,0.02,0.25,1393.75,15.5,0.0
4330,NFL QB Club 2001,0.11,0.01,0.0,0.0,0.12,116.5,1.0,0.0
4331,NFL Quarterback Club 2000,0.37,0.03,0.0,0.0,0.4,2.0,0.0,0.0
4332,NFL Quarterback Club 98,1.01,0.05,0.0,0.01,1.06,252.83333333333331,4.166666666666667,0.0
4333,NFL Quarterback Club 99,0.59,0.02,0.0,0.0,0.62,472.0,3.0,0.0
4334,NFL Street,1.91,0.30000000000000004,0.0,0.22,2.4299999999999997,2762.0,71.83333333333333,0.0
4335,NFL Street 2,1.3,0.77,0.0,0.24,2.29,12380.285714285714,124.14285714285714,0.0
4336,NFL Street 3,0.24,0.0,0.0,0.02,0.27,1586.7142857142858,16.857142857142858,0.0
4337,NFL Tour,0.19,0.01,0.0,0.02,0.22,87.0,2.5,0.0
4338,NFL Xtreme,0.38,0.26,0.0,0.05,0.69,10.666666666666666,1.6666666666666667,0.0
4339,NFL Xtreme 2,0.27,0.18,0.0,0.03,0.48,33.0,2.0,0.0
4340,NHL 06,0.73,0.09000000000000001,0.0,0.09,0.9099999999999999,635.8571428571429,14.142857142857142,0.0
4341,NHL 07,0.82,0.060000000000000005,0.0,0.11000000000000001,0.98,1936.5,14.333333333333334,0.0
4342,NHL 08,0.38,0.06999999999999999,0.0,0.05,0.5,128.5,6.5,0.0
4343,NHL 09,0.81,0.11,0.0,0.09,1.01,3980.909090909091,107.0,0.0
4344,NHL 10,0.89,0.22,0.0,0.13,1.24,137.85714285714286,4.571428571428571,0.0
4345,NHL 11,1.01,0.2,0.0,0.12000000000000001,1.33,212.75,3.625,0.0
4346,NHL 12,0.91,0.26,0.0,0.12000000000000001,1.29,194.5,8.666666666666666,0.0
4347,NHL 13,0.8400000000000001,0.33,0.0,0.15000000000000002,1.32,351.42857142857144,10.428571428571429,0.0
4348,NHL 14,0.68,0.29000000000000004,0.0,0.13,1.1099999999999999,541.7142857142857,18.571428571428573,0.0
4349,NHL 15,1.17,0.42,0.0,0.23,1.83,3475.285714285714,373.0,0.0
4350,NHL 16,0.72,0.25,0.0,0.17,1.14,155630.57142857142,3866.428571428572,2.7142857142857144
4351,NHL 17,0.26,0.05,0.0,0.06,0.35,759877.25,2930.25,1.875
4352,NHL 2000,0.48,0.33,0.0,0.06,0.87,44.8,4.4,0.0
4353,NHL 2001,0.82,0.61,0.0,0.16,1.5899999999999999,1326.142857142857,37.85714285714285,0.0
4354,NHL 2002,0.79,0.52,0.0,0.16,1.47,136.16666666666666,6.166666666666667,0.0
4355,NHL 2002,0.09,0.03,0.0,0.0,0.12,136.16666666666666,6.166666666666667,0.0
4356,NHL 2003,0.71,0.43,0.0,0.13,1.27,114.42857142857144,3.857142857142857,0.0
4357,NHL 2004,0.6799999999999999,0.43,0.0,0.13,1.25,832.0,20.83333333333333,0.0
4358,NHL 2005,0.39,0.21000000000000002,0.0,0.06999999999999999,0.68,138.5,4.833333333333333,0.0
4359,NHL 2K10,0.74,0.18000000000000002,0.0,0.1,1.02,3174.428571428572,7.428571428571429,0.0
4360,NHL 2K11,0.24,0.02,0.0,0.02,0.28,98.33333333333331,2.6666666666666665,0.0
4361,NHL 2K3,0.2,0.1,0.0,0.03,0.35,171.6,2.4,0.0
4362,NHL 2K6,0.45999999999999996,0.21000000000000002,0.0,0.07,0.73,239.5,3.1666666666666665,0.0
4363,NHL 2K7,0.19,0.0,0.0,0.02,0.21,30.33333333333333,1.6666666666666667,0.0
4364,NHL 2K8,0.19,0.02,0.0,0.02,0.22,2487.0,3.0,0.0
4365,NHL 2K9,0.39,0.07,0.0,0.05,0.5,90.66666666666669,3.0,0.0
4366,NHL 97,0.26,0.18,0.0,0.03,0.47,572.8333333333334,7.166666666666667,0.0
4367,NHL 98,0.51,0.35,0.0,0.06,0.92,353.0,11.166666666666666,0.0
4368,NHL 99,0.59,0.4,0.0,0.07,1.07,391.125,10.875,0.0
4369,NHL 99,0.38,0.01,0.0,0.0,0.39,391.125,10.875,0.0
4370,NHL Blades of Steel '99,0.05,0.0,0.0,0.0,0.05,286.0,2.0,0.0
4371,NHL Blades of Steel 2000,0.02,0.01,0.0,0.0,0.04,3.6666666666666665,1.3333333333333333,0.0
4372,NHL Breakaway 98,0.08,0.05,0.0,0.01,0.14,428.0,3.0,0.0
4373,NHL Breakaway 98,0.3,0.02,0.0,0.0,0.32,428.0,3.0,0.0
4374,NHL Breakaway 99,0.07,0.01,0.0,0.0,0.08,3.0,2.0,0.0
4375,NHL Championship 2000,0.12,0.08,0.0,0.01,0.22,8.0,1.0,0.0
4376,NHL FaceOff,0.25,0.17,0.0,0.03,0.45,1549.0,2.0,0.0
4377,NHL FaceOff 2000,0.17,0.12,0.0,0.02,0.31,11.0,1.5,0.0
4378,NHL FaceOff 2001,0.13,0.09,0.0,0.02,0.23,2.4,1.6,0.0
4379,NHL FaceOff 2001,0.1,0.07,0.0,0.02,0.2,2.4,1.6,0.0
4380,NHL FaceOff 98,0.28,0.19,0.0,0.03,0.51,41.5,0.5,0.0
4381,NHL FaceOff 99,0.24,0.16,0.0,0.03,0.43,30.0,3.0,0.0
4382,NHL Hitz Pro,0.14,0.08,0.0,0.02,0.26,248.14285714285717,4.714285714285714,0.0
4383,NHL Powerplay '96,0.06,0.04,0.0,0.01,0.12,52.5,1.75,0.0
4384,NHL Rivals 2004,0.08,0.02,0.0,0.0,0.11,151.0,1.0,0.0
4385,NHL Rock the Rink,0.14,0.1,0.0,0.02,0.26,54.2,3.0,0.0
4386,NHRA Championship Drag Racing,0.12,0.09,0.0,0.03,0.24,7.0,1.0,0.0
4387,NHRA Drag Racing: Countdown to the Championship,0.05,0.01,0.0,0.0,0.07,2.0,1.0,0.0
