Game,Watch time (hours),Streamers,Average channels
Metal Dead,235.0,7.0,0.0
Metal Drift,82.0,1.5,0.0
Metal Dungeon,613.75,2.75,0.0
Metal Fatigue,605.1666666666666,19.5,0.0
Metal Fight Beyblade Portable: Chouzetsu Tensei! Vulcan Horuseus,3.0,1.0,0.0
Metal Fighter,9.0,1.0,0.0
Metal Force,9.714285714285714,1.1428571428571428,0.0
Metal Gear,65169.0,234.42857142857142,0.0
Metal Gear 2: Solid Snake,99749.28571428571,109.71428571428571,0.0
Metal Gear Ac!d Mobile,0.0,1.0,0.0
Metal Gear Acid,10464.285714285714,35.57142857142857,0.0
Metal Gear Acid 2,6290.428571428572,16.0,0.0
Metal Gear Arcade,37.0,1.6666666666666667,0.0
Metal Gear GB,142.0,6.0,0.0
Metal Gear Online,12269.42857142857,218.85714285714286,0.0
Metal Gear Rising 2,121.0,2.5,0.0
Metal Gear Rising: Revengeance,636449.7142857143,6413.0,2.857142857142857
Metal Gear Solid,865472.25,2478.875,1.625
Metal Gear Solid 2: Sons of Liberty,913976.5,1212.0,0.8333333333333334
Metal Gear Solid 2: Sons of Liberty - HD Edition,19353.0,263.0,0.0
Metal Gear Solid 2: Substance,78548.42857142857,372.0,0.0
Metal Gear Solid 3: Snake Eater,858986.375,1180.625,0.875
Metal Gear Solid 3: Snake Eater - HD Edition,90458.0,459.0,0.0
Metal Gear Solid 3: Subsistence,52940.71428571428,256.85714285714283,0.0
Metal Gear Solid 4 Database,158.0,3.3333333333333335,0.0
Metal Gear Solid 4: Guns of the Patriots,647246.0,594.0,0.3333333333333333
Metal Gear Solid 5,3675.4,410.4,0.0
Metal Gear Solid HD Collection,13984.4,177.8,0.0
Metal Gear Solid Mobile,2295.8,4.4,0.0
Metal Gear Solid Touch,4079.3333333333335,3.0,0.0
Metal Gear Solid V: Ground Zeroes,112442.85714285714,2350.0,0.14285714285714285
Metal Gear Solid V: Ground Zeroes + The Phantom Pain,4426.0,115.0,0.0
Metal Gear Solid V: The Definitive Experience,28162.0,1091.3333333333333,0.3333333333333333
Metal Gear Solid V: The Phantom Pain,1306788.3333333333,23774.166666666668,19.166666666666668
Metal Gear Solid: Digital Graphic Novel,4583.625,9.875,0.0
Metal Gear Solid: Ghost Babel,14135.666666666666,38.0,0.0
Metal Gear Solid: Integral,2939.5,42.0,0.0
Metal Gear Solid: Peace Walker,220703.0,329.0,0.0
Metal Gear Solid: Peace Walker - HD Edition,25729.0,236.0,0.0
Metal Gear Solid: Portable Ops,37884.42857142857,55.142857142857146,0.0
Metal Gear Solid: Portable Ops Plus,852.5714285714286,9.857142857142858,0.0
Metal Gear Solid: Snake Eater 3D,3546.5,17.0,0.0
Metal Gear Solid: The Legacy Collection,11639.0,34.4,0.0
Metal Gear Solid: The Twin Snakes,174341.875,545.875,0.0
Metal Gear Solid: VR Missions,14269.285714285714,58.0,0.0
Metal Gear Survive,411954.5,3641.6666666666665,2.8333333333333335
Metal Gunner,1.0,0.0,0.0
Metal Head,1145.8,3.6,0.0
Metal Heads,34463.0,52.5,0.0
Metal Law,40.0,1.0,0.0
Metal Marines,140.625,6.25,0.0
Metal Masters,14.0,2.0,0.0
Metal Max,1072.6,5.0,0.0
Metal Max 2,10297.75,8.25,0.0
Metal Max 2: Reloaded,1361.6,5.2,0.0
Metal Max 3,1940.0,3.6666666666666665,0.0
Metal Max 4: Moonlight Diva,397.3333333333333,1.0,0.0
Metal Max Returns,1867.375,10.125,0.0
Metal Max Xeno,5068.6,73.2,0.0
Metal Max Xeno Reborn,7245.0,77.5,0.0
Metal Max Xeno Reborn 2,10.0,1.0,0.0
Metal Mech: Man & Machine,278.5,2.0,0.0
Metal Mind,6421.0,60.0,0.0
Metal Morph,1434.0,1.0,0.0
Metal Mutant,127.0,3.0,0.0
Metal Mutation,264.0,8.0,0.0
Metal Quest,111.0,26.0,0.0
Metal Rage,5.5,1.0,0.0
Metal Rage: Defender of the Earth,9.0,1.0,0.0
Metal Reaper Online,83.5,3.5,0.0
Metal Revolution,112667.0,374.3333333333333,0.0
Metal Saga,2387.0,12.666666666666666,0.0
Metal Shell: Neon Pulse,18.0,2.0,0.0
Metal Sight,18.0,2.0,0.0
Metal Slader Glory,254.0,1.6666666666666667,0.0
Metal Slug,57105.77777777778,942.0,0.0
Metal Slug 1st Mission,762.4285714285714,29.285714285714285,0.0
Metal Slug 1st Mission (Version A),2.0,0.0,0.0
Metal Slug 1st Mission (Version C),14.0,2.0,0.0
Metal Slug 2,40794.0,822.0,0.0
Metal Slug 2: Super Vehicle - 001/II,13586.714285714286,198.14285714285714,0.0
Metal Slug 2nd Mission,1152.8333333333333,15.833333333333334,0.0
Metal Slug 2nd Mission (Best Collection),26.0,4.0,0.0
Metal Slug 3,155657.42857142858,2275.1428571428573,0.14285714285714285
Metal Slug 4,10631.5,141.83333333333334,0.0
Metal Slug 5,17769.285714285714,122.71428571428571,0.0
Metal Slug 6,2192.75,79.75,0.0
Metal Slug 7,1014.6666666666666,12.0,0.0
Metal Slug Advance,1178.25,32.625,0.0
Metal Slug Anthology,10675.4,471.4,0.0
Metal Slug Attack,289.0,31.4,0.0
Metal Slug Defense,855.0,20.428571428571427,0.0
Metal Slug Infinity,18.666666666666668,2.0,0.0
Metal Slug Revolution,2644.0,3.0,0.0
Metal Slug Tactics,4.0,1.0,0.0
Metal Slug X,77115.5,1417.5,0.0
Metal Slug X: Super Vehicle - 001,22374.571428571428,409.14285714285717,0.0
Metal Slug XX,21257.571428571428,305.85714285714283,0.0
Metal Slug: Super Vehicle - 001,7606.714285714285,140.42857142857142,0.0
Metal Soldier Isaac II,42.0,1.0,0.0
Metal Storm,8618.142857142857,32.285714285714285,0.0
Metal Tales: Fury of the Guitar Gods,1038.6666666666667,31.333333333333332,0.0
Metal Tales: Overkill,369.0,40.0,0.0
Metal Torrent,0.0,0.0,0.0
Metal Unit,49052.666666666664,233.33333333333334,0.0
Metal Walker,43.0,2.2857142857142856,0.0
Metal Waltz,42.0,2.0,0.0
Metal Waltz: Anime tank girls,311.0,2.5,0.0
Metal War Online: Retribution,104.5,5.0,0.0
Metal Warriors,12664.42857142857,36.142857142857146,0.0
Metal Wolf,44.0,0.0,0.0
Metal Wolf Chaos,8698.714285714286,29.0,0.0
Metal Wolf Chaos XD,79693.0,403.75,0.0
Metal as Phuk,2060.0,39.0,0.0
Metal: Hellsinger,463114.25,6573.75,1.75
Metalgun Slinger,66.66666666666667,1.0,0.0
Metalhead Tycoon,10.0,1.0,0.0
Metallic Child,60216.0,366.0,0.0
Metallic Metronome,2.0,1.0,0.0
Metallica,19.0,4.75,0.0
Metallica Pinball,63.0,2.8333333333333335,0.0
Metalocalypse: Dethgame,16.0,1.0,0.0
Metaloid: Origin,348.6666666666667,11.666666666666666,0.0
Metaloids,97.0,2.0,0.0
Metalstorm,417.0,45.0,0.0
Metaltech: Earthsiege,25.5,1.75,0.0
Metamoqester,9.25,1.0,0.0
Metamor Jupiter,16.0,2.0,0.0
Metamor[ρ]hosis,214.0,4.0,0.0
Metamorfose S,200.0,7.0,0.0
Metamorphabet,116.6,5.8,0.0
Metamorphic Force,332.14285714285717,9.714285714285714,0.0
Metamorphos,2830.0,42.5,0.0
Metamorphoses,54.0,1.0,0.0
Metamorphosis,17493.0,311.0,0.0
Metanet Hunter CD,956.0,2.0,0.0
Metanoia,8.0,1.0,0.0
Metaphobia,908.0,22.0,0.0
Metaphora: The Moonycat Quest,2.0,0.0,0.0
Metapilot,535.0,21.0,0.0
Metavaxx,162.0,6.0,0.0
Metaverse,62974.0,506.0,0.0
Metaverse Keeper,33717.0,60.0,0.0
Metel: Horror Escape,51448.5,294.0,0.0
MeteoHeroes,1315.0,15.0,0.0
Meteor,3.0,1.0,0.0
Meteor 60 Seconds!,9907.2,142.8,0.0
Meteor Blade,15.0,1.0,0.0
Meteor Volleyball!,7499.0,47.0,0.0
Meteor World Actor: Badge & Dagger,102.0,8.0,0.0
Meteora,4841.0,33.0,0.0
Meteorfall: Journey,270.0,3.3333333333333335,0.0
Meteorfall: Krumit's Tale,44817.333333333336,45.333333333333336,0.0
Meteorite,11.0,1.0,0.0
Meteors,15.333333333333334,1.3333333333333333,0.0
Meteos,815.5,9.666666666666666,0.0
Meteos Wars,33.0,3.0,0.0
Methods: The Detective Competition,53.0,3.0,0.0
Metin2,4372485.833333333,8303.333333333334,18.0
MetioTower,95.0,5.0,0.0
Metis One,91.0,2.3333333333333335,0.0
Metori,6.0,1.0,0.0
Metrico,574.5714285714286,26.571428571428573,0.0
Metrico+,32.0,1.0,0.0
Metris & Co,18.0,1.0,0.0
Metro,3701.75,53.0,0.0
Metro 2033,581605.75,11337.0,5.0
Metro 2033 Redux,182245.0,8675.0,3.0
Metro 2033 Wars: Born In The Dark,65.0,10.0,0.0
Metro 2033: Wars,61.5,6.0,0.0
Metro Conflict,368.5,13.25,0.0
Metro Conflict: The Origin,11746.0,119.75,0.0
Metro Exodus,2207272.0,17837.4,13.8
Metro Exodus: Enhanced Edition,249273.0,2470.5,1.0
Metro Explosion Simulator,3.0,0.0,0.0
Metro Nexus,612.0,6.0,0.0
Metro Redux,198307.66666666666,5746.166666666667,2.1666666666666665
Metro Sim Hustle,112080.0,61.333333333333336,0.0
Metro Simulator,5234.5,39.0,0.0
Metro Simulator 2,3432.0,11.0,0.0
Metro Simulator 2019,2792.0,26.0,0.0
Metro-Cross,49.5,4.0,0.0
Metro-Police,2.0,0.0,0.0
Metro: Last Light,499821.5,5950.5,3.0
Metro: Last Light Redux,187061.0,4989.0,2.0
Metrocide,81.0,2.6666666666666665,0.0
Metroid,163903.7142857143,590.0,0.0
Metroid Dread,3618374.5,13413.5,16.5
Metroid Fusion,350212.0,1410.8333333333333,0.6666666666666666
Metroid II: Return of Samus,47243.0,606.7142857142857,0.14285714285714285
Metroid Planets,1898.5,38.0,0.0
Metroid Prime,426773.85714285716,1798.4285714285713,1.5714285714285714
Metroid Prime 1 + 2,2100.5,19.0,0.0
Metroid Prime 2: Echoes,232673.85714285713,627.1428571428571,0.5714285714285714
Metroid Prime 3: Corruption,171579.85714285713,228.42857142857142,0.0
Metroid Prime 4,119.75,5.75,0.0
Metroid Prime Hunters,34152.0,53.142857142857146,0.0
Metroid Prime Pinball,780.5,17.5,0.0
Metroid Prime: Blast Ball,2235.5,2.0,0.0
Metroid Prime: Federation Force,4338.625,19.375,0.0
Metroid Prime: Trilogy,25080.4,302.8,0.0
Metroid: Other M,40265.28571428572,214.71428571428572,0.0
Metroid: Samus Returns,84809.16666666667,374.1666666666667,0.16666666666666666
Metroid: Zero Mission,263332.0,1303.0,0.5714285714285714
Metronome,149.0,1.0,0.0
Metronome HD,53.0,2.0,0.0
Metroplex Zero,485.0,25.0,0.0
Metropolis,235.0,3.0,0.0
Metropolis Crimes,103.0,1.0,0.0
Metropolis Street Racer,201.5,12.833333333333334,0.0
Metropolis: Lux Obscura,4258.333333333333,33.333333333333336,0.0
Metropolismania,297.14285714285717,6.571428571428571,0.0
Metropolismania 2,64.0,3.8,0.0
Meu,7.0,1.0,0.0
Meu Mundo,20.0,2.0,0.0
Mevo and the Grooveriders,8.75,0.75,0.0
Mew Mew Chamber for Steam,160.0,1.0,0.0
Mew-Genics,4.0,1.0,0.0
MewMew PewPew,155.0,14.0,0.0
Mewnbase,5411.5,100.0,0.0
Mexican Motor Mafia,11.166666666666666,1.1666666666666667,0.0
Mexican Train Dominoes 2,21.0,1.0,0.0
Mexican Train Dominoes Gold,5.0,1.0,0.0
Mexicana: Deadly Holiday,192.5,6.5,0.0
Mezase! Koushien,143.0,1.3333333333333333,0.0
Mezmeratu,26.0,2.0,0.0
Mhakna Gramura and Fairy Bell,5163.2,10.0,0.0
Mi Mascota Accesible,138.5,4.5,0.0
Mi Mi Mi,8.0,1.0,0.0
Mi Scusi,19922.5,45.5,0.0
MiG-29 Fulcrum,3.0,1.5,0.0
MiLE HiGH TAXi,918.0,40.0,0.0
MiNNaDe Counter Fight,1012.0,5.0,0.0
MiXem Delux,1.5,0.5,0.0
Mia Hamm Soccer 64,20.5,1.5,0.0
Mia Hamm Soccer Shootout,12.0,2.0,0.0
Mia's Christmas,619.0,6.0,0.0
Mia's Math Adventure: Just in Time!,16.0,1.0,0.0
Mia's Picnic,210.0,2.0,0.0
Miami Chase,520.0,3.0,0.0
Miami Cruise,155.0,2.0,0.0
Miami Nights: Life in the Spotlight,7.0,1.0,0.0
Miami Nights: Singles in the City,77.0,3.0,0.0
Miami Speedboat Racer,3.0,1.0,0.0
Miami Traffic 3,7.0,1.0,0.0
Miami Vice,3357.8333333333335,6.5,0.0
Miasma Caves,167.5,7.5,0.0
Miasma Chronicles,315.0,2.0,0.0
Miasma: Citizens of Free Thought,8.0,0.0,0.0
Miasmata,6124.833333333333,52.833333333333336,0.0
Miazma or the Devil's Stone,288.25,3.0,0.0
Mibibli's Quest,1113.4285714285713,11.857142857142858,0.0
Mibs,3.0,1.0,0.0
Micetopia,506.5,37.0,0.0
Michael Andretti's Indy Car Challenge,5.5,0.5,0.0
Michael Andretti's World GP,56.0,2.0,0.0
Michael English Daibouken,15.0,1.0,0.0
Michael Gower's Zombie Hill,3.0,1.0,0.0
Michael Jackson's Moonwalker,32197.285714285714,149.28571428571428,0.0
Michael Jackson: The Experience,24098.0,39.625,0.0
Michael Jordan in Flight,64.5,0.5,0.0
Michael Jordan: Chaos in the Windy City,22321.0,27.142857142857142,0.0
Michael Owen's WLS 2000,502.5,3.0,0.0
Michael Phelps: Push the Limit,6.0,1.0,0.0
Michael Schumacher World Tour Kart 2004,22.333333333333332,3.0,0.0
Michael Vaughan's Championship Cricket Manager,7.0,1.0,0.0
Michel Futbol Master + Super Skills,41.5,2.5,0.0
Michelin Rally Masters: Race of Champions,98.85714285714286,2.142857142857143,0.0
Michigan: Report from Hell,127026.85714285714,74.0,0.0
Michinoku Hitou Koimonogatari Kai,173.0,2.0,0.0
Mickey & Donald,21.0,1.0,0.0
Mickey & Friends,102.0,2.0,0.0
Mickey Mania,9126.666666666666,64.66666666666667,0.0
Mickey Mania: The Timeless Adventures of Mickey Mouse,10042.0,88.0,0.0
Mickey Mouse,65.14285714285714,6.0,0.0
Mickey Mouse - Fantasia,163.0,6.0,0.0
Mickey Mouse III: Yume Fuusen,531.0,6.0,0.0
Mickey Mouse: Magic Wands!,71.33333333333333,3.0,0.0
Mickey Mouse: The Computer Game,168.2,4.6,0.0
Mickey Mousecapade,19366.85714285714,25.571428571428573,0.0
Mickey Storm and the Cursed Mask,1132.5,5.5,0.0
Mickey no Boku wa Meitantei,4.0,2.0,0.0
Mickey no Tokyo Disneyland Daibouken,303.42857142857144,6.285714285714286,0.0
Mickey to Donald Magical Adventure 3,1321.0,66.5,0.0
Mickey's 123's The Big Surprise Party,10.4,0.8,0.0
Mickey's Adventure in Numberland,138.66666666666666,2.6666666666666665,0.0
Mickey's Blast Into the Past,9.0,1.0,0.0
Mickey's Crossword Puzzle Maker,13.0,1.0,0.0
Mickey's Dangerous Chase,18179.571428571428,6.428571428571429,0.0
Mickey's Racing Adventure,37.0,1.5,0.0
Mickey's Runaway Zoo,9.5,0.5,0.0
Mickey's Safari in Letterland,1423.375,5.75,0.0
Mickey's Space Adventure,77.0,2.3333333333333335,0.0
Mickey's Speedway USA,3991.714285714286,38.285714285714285,0.0
Mickey's Ultimate Challenge,503.8333333333333,11.666666666666666,0.0
Mickey's Wild Adventure,17584.0,43.5,0.0
Micro Car Crash Online Le Go!,43.0,2.0,0.0
Micro Commandos,5.0,1.0,0.0
Micro Craft 2: Survival,1.0,0.0,0.0
Micro Machines,68.0,9.0,0.0
Micro Machines 1 and 2: Twin Turbo,1.0,1.0,0.0
Micro Machines 2: Turbo Tournament,598.6,7.0,0.0
Micro Machines 64 Turbo,463.8,5.2,0.0
Micro Machines Military,67.0,1.0,0.0
Micro Machines V3,5830.714285714285,13.571428571428571,0.0
Micro Machines V4,461.3333333333333,11.666666666666666,0.0
Micro Machines World Series,7234.8,174.0,0.0
Micro Machines: Turbo Tournament 96,75.0,2.3333333333333335,0.0
Micro Mages,6901.333333333333,112.0,0.0
Micro Maniacs,373.5,12.0,0.0
Micro Maniacs Racing,51.8,3.2,0.0
Micro Mouse Game,24.0,1.0,0.0
Micro Pico Racers,12270.0,7.0,0.0
Micro Platformer,505.5,68.5,0.0
Micro RPG,736.0,14.0,0.0
MicroBot,1.5,0.25,0.0
MicroHorrorArcade Trilogy I - Andy's Story,14.0,1.0,0.0
MicroLeague Baseball,0.0,1.0,0.0
MicroLeague Wrestling,13.0,1.0,0.0
MicroLink Push Your Luck,21.333333333333332,1.6666666666666667,0.0
MicroMachines,1628.142857142857,32.714285714285715,0.0
MicroMan's Crazy Computers,37.0,2.6666666666666665,0.0
MicroProse Entertainment Pack Vol #1: Dr Floyd's Desktop Toys,21.0,2.0,0.0
MicroProse Formula One Grand Prix,73.5,4.0,0.0
MicroProse Soccer,1.0,0.0,0.0
MicroTown,7379.666666666667,22.0,0.0
MicroVolts Surge,4341.875,148.75,0.0
MicroWorks,197124.0,214.0,0.0
Microbe Invader,6.0,1.0,0.0
Microbes,4.666666666666667,0.3333333333333333,0.0
Microbrewery Tycoon,1926.0,45.0,0.0
Microcosm,527.8571428571429,3.7142857142857144,0.0
Microcosmum: Survival Of Cells,703.0,10.5,0.0
Microgammon SB,3.0,0.0,0.0
Microgravity,4.0,2.0,0.0
Micron,25.2,3.0,0.0
Microscope Madness,104.0,2.0,0.0
Microshaft Winblows 98,2.4,0.2,0.0
Microsoft Adventure,4438.857142857143,5.857142857142857,0.0
Microsoft Arcade,102.8,2.8,0.0
Microsoft Baseball 2000,3.0,1.0,0.0
Microsoft Baseball 2001,13.6,2.0,0.0
Microsoft Bingo,22.0,7.0,0.0
Microsoft Caribbean,1.0,1.0,0.0
Microsoft Casino,3.0,1.0,0.0
Microsoft Classic Board Games,13.0,2.0,0.0
Microsoft Combat Flight Simulator 2: WWII Pacific Theater,8.75,1.5,0.0
Microsoft Combat Flight Simulator 3: Battle for Europe,3.3333333333333335,2.3333333333333335,0.0
Microsoft Combat Flight Simulator: WWII Europe Series,17.0,2.0,0.0
Microsoft Edge: Surf,848.0,646.0,0.0
Microsoft Entertainment Pack 2,31.333333333333332,2.0,0.0
Microsoft Entertainment Pack 3,1.0,0.0,0.0
Microsoft Entertainment Pack 4,2.0,1.0,0.0
Microsoft Entertainment Pack for Windows,4670.166666666667,8.666666666666666,0.0
Microsoft Entertainment Pack: The Puzzle Collection,255.0,151.0,0.0
Microsoft Flight,226.55555555555554,9.11111111111111,0.0
Microsoft Flight Simulator,2199785.1428571427,9421.42857142857,16.428571428571427
Microsoft Flight Simulator (v1.0),74.0,10.0,0.0
Microsoft Flight Simulator (v4.0),6.0,2.0,0.0
Microsoft Flight Simulator 1.0,8.0,8.0,0.0
Microsoft Flight Simulator 2.0,507.0,13.0,0.0
Microsoft Flight Simulator 2000,202.5,8.0,0.0
Microsoft Flight Simulator 2002,1240.3333333333333,74.66666666666667,0.0
Microsoft Flight Simulator 2004: A Century of Flight,297.0,11.0,0.0
Microsoft Flight Simulator 4.0,50.0,3.6666666666666665,0.0
Microsoft Flight Simulator 5.0,117.0,9.0,0.0
Microsoft Flight Simulator 5.1,711.5,9.5,0.0
Microsoft Flight Simulator 98,68.33333333333333,2.6666666666666665,0.0
Microsoft Flight Simulator Aircraft & Scenery Designer,4.0,1.0,0.0
Microsoft Flight Simulator X,1635275.5,3870.5,14.166666666666666
Microsoft Flight Simulator X: Acceleration,1035.8,69.4,0.0
Microsoft Flight Simulator X: Mega Airport London Heathrow Xtended,81.0,7.0,0.0
Microsoft Flight Simulator X: Steam Edition - Farm Strips Vol 2: Central and Southern England,200.0,1.0,0.0
Microsoft Flight Simulator for Windows 95,14.666666666666666,1.6666666666666667,0.0
Microsoft Golf,0.0,1.0,0.0
Microsoft Golf 1998 Edition,47.0,2.0,0.0
Microsoft Golf 1999 Edition,4.0,1.0,0.0
Microsoft Golf 2.0,80.25,1.25,0.0
Microsoft Golf 2001 Edition,10.0,1.0,0.0
Microsoft Golf 3.0,18.333333333333332,1.3333333333333333,0.0
Microsoft Hearts,4305.857142857143,20.285714285714285,0.0
Microsoft International Soccer 2000,12.5,0.5,0.0
Microsoft Jackpot,20.0,6.0,0.0
Microsoft Jigsaw,772.0,28.571428571428573,0.0
Microsoft Mahjong,483.85714285714283,28.714285714285715,0.0
Microsoft Minesweeper,86587.42857142857,1380.7142857142858,0.0
Microsoft Oceans,6.0,1.0,0.0
Microsoft Pinball Arcade,55.5,3.5,0.0
Microsoft Puzzle Collection Entertainment Pack,9.25,2.5,0.0
Microsoft Revenge of Arcade,5.0,1.0,0.0
Microsoft Soccer,3.0,1.0,0.0
Microsoft Solitaire,1511.5714285714287,144.42857142857142,0.0
Microsoft Solitaire Collection,5330.5,410.0,0.0
Microsoft Space Simulator,4.0,1.0,0.0
Microsoft Spider Solitaire,236.0,20.0,0.0
Microsoft Sudoku,197.57142857142858,17.857142857142858,0.0
Microsoft Train Simulator,497.0,30.666666666666668,0.0
Microsoft Train Simulator: German Railroads Volume One: The Seventies - Along the Bigge Lake,6.0,1.0,0.0
Microsoft Train Simulator: Heidi-Express,5.0,1.0,0.0
Microsoft Train Simulator: Paint Shed,36.857142857142854,2.142857142857143,0.0
Microsoft Treasure Hunt,4543.8,118.6,0.0
Microsoft Ultimate Word Games,222.0,18.166666666666668,0.0
Microsoft's Excel 95: Hall of Tortured Souls,80.0,2.0,0.0
Microsurgeon,23.0,2.0,0.0
Mid-Garts,214.0,3.0,0.0
MidBoss,4108.714285714285,29.142857142857142,0.0
Midair,13273.8,259.2,0.0
Midair 2,18552.0,97.0,0.0
Midas Gold Plus,75.0,8.0,0.0
Midautumn,9.0,5.0,0.0
Middens,123.14285714285714,10.428571428571429,0.0
Middle Earth Hero,167.0,8.0,0.0
Middle Manager of Justice,3.3333333333333335,1.6666666666666667,0.0
Middle-earth: Shadow of Mordor,377687.71428571426,12785.857142857143,6.285714285714286
Middle-earth: Shadow of War,1680525.2,19320.4,12.6
Middle-earth: Shadow of War Mobile,10977.8,16.0,0.0
Miden Tower,24.0,1.0,0.0
Midi Maze,25.5,1.5,0.0
Midinous,72.0,1.0,0.0
Midjungard,25337.0,3.0,0.0
Midnight,748.4285714285714,19.428571428571427,0.0
Midnight 2,11.0,1.5,0.0
Midnight Bike,112.0,2.0,0.0
Midnight Building,8.0,1.0,0.0
Midnight Cinema,4756478.5,657.0,5.5
Midnight Club 3: DUB Edition,5839.571428571428,175.71428571428572,0.0
Midnight Club 3: DUB Edition Remix,13138.125,295.0,0.0
Midnight Club II,9006.0,162.16666666666666,0.0
Midnight Club L.A. Remix,670.5,39.0,0.0
Midnight Club: LA Remix,216.0,13.0,0.0
Midnight Club: Los Angeles,8564.285714285714,222.14285714285714,0.0
Midnight Club: Los Angeles Remix,281.8,18.2,0.0
Midnight Club: Street Racing,1055.4285714285713,19.285714285714285,0.0
Midnight Deluxe,344.0,19.5,0.0
Midnight Evil,388.0,20.0,0.0
Midnight Fight Express,350271.0,6010.0,1.0
Midnight GT: Primary Racer,1.0,1.0,0.0
Midnight Ghost Hunt,1117409.3333333333,4145.333333333333,1.6666666666666667
Midnight Girl,385.0,17.0,0.0
Midnight Legends,771.0,18.0,0.0
Midnight Manor,363.0,10.5,0.0
Midnight Mysteries,22.0,2.0,0.0
Midnight Mysteries 2: Salem Witch Trials,30.0,3.0,0.0
Midnight Mysteries 3: Devil on the Mississippi,84.8,1.6,0.0
Midnight Mysteries 4: Haunted Houdini,49.5,3.0,0.0
Midnight Mysteries: Devil on the Mississippi - Collector's Edition,4.0,1.0,0.0
Midnight Mysteries: The Edgar Allan Poe Conspiracy,36.25,2.25,0.0
Midnight Nowhere,51.5,2.0,0.0
Midnight Outlaw: 6 Hours to SunUp,3467.0,1.0,0.0
Midnight Outlaw: Illegal Street Drag,21.0,2.0,0.0
Midnight Outlaw: Illegal Street Drag (Nitro Edition),2.5,1.0,0.0
Midnight Protocol,3695.3333333333335,81.0,0.0
Midnight Puppeteer,327.0,6.0,0.0
Midnight Quest,57.0,2.0,0.0
Midnight Racing,2.5,1.0,0.0
Midnight Racing: Long Night,2.0,1.0,0.0
Midnight Raiders,1883.0,1.5,0.0
Midnight Report,2254.0,25.0,0.0
Midnight Resistance,544.1666666666666,6.833333333333333,0.0
Midnight Run,122.0,2.3333333333333335,0.0
Midnight Scenes Ep.1: The Highway,417.5,16.0,0.0
Midnight Scenes Ep.2: The Goodbye Note - Special Edition,338.0,15.0,0.0
Midnight Scenes Episode 2: The Goodbye Note,1271.6666666666667,35.333333333333336,0.0
Midnight Scenes: The Highway,1420.8,57.4,0.0
Midnight Scenes: The Nanny,4200.0,100.0,0.0
Midnight Shadows,25.0,1.0,0.0
Midnight Shift,238.66666666666666,24.0,0.0
Midnight Star,29.5,1.0,0.0
Midnight Train,4618.0,46.0,0.0
Midnight Train: Going Anywhere,18.0,2.0,0.0
Midnight Ultra,25.5,4.0,0.0
Midnight at the Celestial Palace: Chapter I,7.0,0.0,0.0
Midnight at the Red Light : An Investigation,347.25,3.5,0.0
Midnight on the Milky Way,103.0,2.0,0.0
Midnight pulse,91.33333333333333,2.0,0.0
Midnight: Submersion,7258.5,143.0,0.0
Midnightland,528.6666666666666,1.0,0.0
Mido and Di,134.0,28.0,0.0
Midori Forest,146.0,1.0,0.0
Midsummer Night,3378.5,8.0,0.0
Midtown Madness,89.8,6.0,0.0
Midtown Madness 2,1003.1666666666666,12.333333333333334,0.0
Midtown Madness 3,137.0,7.5,0.0
Midway Arcade,33.0,2.5,0.0
Midway Arcade Origins,418.57142857142856,81.0,0.0
Midway Arcade Treasures,191.0,15.166666666666666,0.0
Midway Arcade Treasures 2,87.14285714285714,12.571428571428571,0.0
Midway Arcade Treasures 3,15.4,3.2,0.0
Midway Arcade Treasures Deluxe Edition,0.0,1.0,0.0
Midway Arcade Treasures: Extended Play,14.0,2.0,0.0
Midway Presents Arcade Hits: Moon Patrol/Spy Hunter,5.0,0.6666666666666666,0.0
Midway's Greatest Arcade Hits,5753.0,5.0,0.0
Midway's Greatest Arcade Hits: Volume 1,12.5,1.5,0.0
Midway's Greatest Arcade Hits: Volume 2,4.0,1.0,0.0
Midway: The Battle that Doomed Japan,112.0,2.0,0.0
Midwinter,13.333333333333334,2.6666666666666665,0.0
MiedoW,407.0,126.0,0.0
Miegakure,13.4,2.0,0.0
Miffy's World,1172.0,3.0,0.0
Might & Magic Heroes Kingdom,17.5,3.0,0.0
Might & Magic Heroes VII,18163.333333333332,247.88888888888889,0.0
Might & Magic Heroes VII - Trial by Fire,637.0,37.0,0.0
Might & Magic Heroes: Era of Chaos,125.0,6.0,0.0
Might & Magic X: Legacy,16827.714285714286,62.42857142857143,0.0
Might & Magic: Chess Royale,2585.0,166.0,0.0
Might & Magic: Clash of Heroes,8030.166666666667,147.83333333333334,0.0
Might & Magic: Duel of Champions,3916.0,87.625,0.0
Might & Magic: Elemental Guardians,410735.8,353.0,0.8
Might & Magic: Era of Chaos,233.0,3.0,0.0
Might & Magic: Heroes Online,105.4,16.8,0.0
Might & Magic: Heroes VI,5818.5,198.0,0.0
Might & Magic: Heroes VI - Shades of Darkness,985.7142857142857,21.714285714285715,0.0
Might & Magic: Showdown,586.0,16.0,0.0
Might & Mayhem,510.0,6.0,0.0
Might And Magic 2011 (Working Title),55.0,3.5,0.0
Might and Magic Heroes: Era of Chaos,179.0,9.0,0.0
Might and Magic II: Gates to Another World,3478.4285714285716,10.142857142857142,0.0
Might and Magic III: Isles of Terra,2188.714285714286,18.428571428571427,0.0
Might and Magic IV: Clouds of Xeen,299.6666666666667,4.833333333333333,0.0
